"county_id","place_geoid","community","local_pass","status"
"angelina-tx","4820308","Diboll","true","CONDITIONAL"
"dickens-tx","4820332","Dickens","true","CONDITIONAL"
"galveston-tx","4820344","Dickinson","true","CONDITIONAL"
"frio-tx","4820428","Dilley","true","CONDITIONAL"
"lee-tx","4820452","Dime Box","true","CONDITIONAL"
"castro-tx","4820464","Dimmitt","true","CONDITIONAL"
"denton-tx","4820540","DISH","true","CONDITIONAL"
"fannin-tx","4820680","Dodd City","true","CONDITIONAL"
"collingsworth-tx","4820716","Dodson","true","CONDITIONAL"
"hidalgo-tx","4820734","Doffing","true","CONDITIONAL"
"cass-tx","4820848","Domino","true","CONDITIONAL"
"hidalgo-tx","4820884","Donna","true","CONDITIONAL"
"hidalgo-tx","4820926","Doolittle","true","CONDITIONAL"
"grayson-tx","4820932","Dorchester","true","CONDITIONAL"
"denton-tx","4821028","Double Oak","true","CONDITIONAL"
"burnet-tx","4821031","Double Horn","true","CONDITIONAL"
"cass-tx","4821112","Douglassville","true","CONDITIONAL"
"hays-tx","4821412","Driftwood","true","CONDITIONAL"
"hays-tx","4821424","Dripping Springs","true","CONDITIONAL"
"nueces-tx","4821436","Driscoll","true","CONDITIONAL"
"erath-tx","4821484","Dublin","true","CONDITIONAL"
"moore-tx","4821556","Dumas","true","CONDITIONAL"
"dallas-tx","4821628","Duncanville","true","CONDITIONAL"
"colorado-tx","4821844","Eagle Lake","true","CONDITIONAL"
"maverick-tx","4821892","Eagle Pass","true","CONDITIONAL"
"brown-tx","4821904","Early","true","CONDITIONAL"
"lamb-tx","4821928","Earth","true","CONDITIONAL"
"starr-tx","4821958","East Alto Bonito","true","CONDITIONAL"
"wharton-tx","4821988","East Bernard","true","CONDITIONAL"
"brazoria-tx","4822000","East Columbia","true","CONDITIONAL"
"eastland-tx","4822132","Eastland","true","CONDITIONAL"
"gregg-tx","4822168","East Mountain","true","CONDITIONAL"
"upshur-tx","4822168","East Mountain","true","CONDITIONAL"
"gregg-tx","4822192","Easton","true","CONDITIONAL"
"rusk-tx","4822192","Easton","true","CONDITIONAL"
"rains-tx","4822276","East Tawakoni","true","CONDITIONAL"
"fannin-tx","4822516","Ector","true","CONDITIONAL"
"hidalgo-tx","4822528","Edcouch","true","CONDITIONAL"
"concho-tx","4822552","Eden","true","CONDITIONAL"
"tarrant-tx","4822588","Edgecliff Village","true","CONDITIONAL"
"san-patricio-tx","4822593","Edgewater Estates","true","CONDITIONAL"
"van-zandt-tx","4822612","Edgewood","true","CONDITIONAL"
"hidalgo-tx","4822660","Edinburg","true","CONDITIONAL"
"hale-tx","4822708","Edmonson","true","CONDITIONAL"
"jackson-tx","4822720","Edna","true","CONDITIONAL"
"van-zandt-tx","4822744","Edom","true","CONDITIONAL"
"san-patricio-tx","4822768","Edroy","true","CONDITIONAL"
"maverick-tx","4822810","Eidson Road","true","CONDITIONAL"
"throckmorton-tx","4822840","Elbert","true","CONDITIONAL"
"starr-tx","4822853","El Brazil","true","CONDITIONAL"
"cameron-tx","4822858","El Camino Angosto","true","CONDITIONAL"
"wharton-tx","4822864","El Campo","true","CONDITIONAL"
"starr-tx","4822892","El Castillo","true","CONDITIONAL"
"starr-tx","4822898","El Cenizo","true","CONDITIONAL"
"webb-tx","4822905","El Cenizo","true","CONDITIONAL"
"starr-tx","4822920","El Chaparral","true","CONDITIONAL"
"schleicher-tx","4822960","Eldorado","true","CONDITIONAL"
"wichita-tx","4822984","Electra","true","CONDITIONAL"
"bastrop-tx","4823044","Elgin","true","CONDITIONAL"
"travis-tx","4823044","Elgin","true","CONDITIONAL"
"starr-tx","4823062","Elias-Fela Solis","true","CONDITIONAL"
"maverick-tx","4823080","El Indio","true","CONDITIONAL"
"anderson-tx","4823140","Elkhart","true","CONDITIONAL"
"harris-tx","4823164","El Lago","true","CONDITIONAL"
"fayette-tx","4823176","Ellinger","true","CONDITIONAL"
"maverick-tx","4823254","Elm Creek","true","CONDITIONAL"
"bexar-tx","4823272","Elmendorf","true","CONDITIONAL"
"wilson-tx","4823272","Elmendorf","true","CONDITIONAL"
"starr-tx","4823278","El Mesquite","true","CONDITIONAL"
"kaufman-tx","4823356","Elmo","true","CONDITIONAL"
"starr-tx","4823398","E. Lopez","true","CONDITIONAL"
"el-paso-tx","4824000","El Paso","true","CONDITIONAL"
"starr-tx","4824013","El Quiote","true","CONDITIONAL"
"starr-tx","4824015","El Rancho Vela","true","CONDITIONAL"
"starr-tx","4824018","El Refugio","true","CONDITIONAL"
"hidalgo-tx","4824036","Elsa","true","CONDITIONAL"
"starr-tx","4824055","El Socio","true","CONDITIONAL"
"smith-tx","4824158","Emerald Bay","true","CONDITIONAL"
"navarro-tx","4824168","Emhouse","true","CONDITIONAL"
"rains-tx","4824216","Emory","true","CONDITIONAL"
"cameron-tx","4824223","Encantada-Ranchito-El Calaboz","true","CONDITIONAL"
"henderson-tx","4824228","Enchanted Oaks","true","CONDITIONAL"
"la-salle-tx","4824240","Encinal","true","CONDITIONAL"
"brooks-tx","4824252","Encino","true","CONDITIONAL"
"ellis-tx","4824348","Ennis","true","CONDITIONAL"
"starr-tx","4824552","Escobares","true","CONDITIONAL"
"hall-tx","4824636","Estelline","true","CONDITIONAL"
"starr-tx","4824738","Eugenio Saenz","true","CONDITIONAL"
"tarrant-tx","4824768","Euless","true","CONDITIONAL"
"navarro-tx","4824816","Eureka","true","CONDITIONAL"
"henderson-tx","4824828","Eustace","true","CONDITIONAL"
"jasper-tx","4824840","Evadale","true","CONDITIONAL"
"coryell-tx","4824864","Evant","true","CONDITIONAL"
"hamilton-tx","4824864","Evant","true","CONDITIONAL"
"starr-tx","4824894","Evergreen","true","CONDITIONAL"
"tarrant-tx","4824912","Everman","true","CONDITIONAL"
"el-paso-tx","4825032","Fabens","true","CONDITIONAL"
"maverick-tx","4825038","Fabrica","true","CONDITIONAL"
"fort-bend-tx","4825068","Fairchilds","true","CONDITIONAL"
"freestone-tx","4825104","Fairfield","true","CONDITIONAL"
"bexar-tx","4825168","Fair Oaks Ranch","true","CONDITIONAL"
"comal-tx","4825168","Fair Oaks Ranch","true","CONDITIONAL"
"kendall-tx","4825168","Fair Oaks Ranch","true","CONDITIONAL"
"collin-tx","4825224","Fairview","true","CONDITIONAL"
"starr-tx","4825338","Falconaire","true","CONDITIONAL"
"starr-tx","4825344","Falcon Heights","true","CONDITIONAL"
"zapata-tx","4825348","Falcon Lake Estates","true","CONDITIONAL"
"zapata-tx","4825352","Falcon Mesa","true","CONDITIONAL"
"starr-tx","4825356","Falcon Village","true","CONDITIONAL"
"brooks-tx","4825368","Falfurrias","true","CONDITIONAL"
"karnes-tx","4825392","Falls City","true","CONDITIONAL"
"san-patricio-tx","4825397","Falman","true","CONDITIONAL"
"jefferson-tx","4825404","Fannett","true","CONDITIONAL"
"dallas-tx","4825452","Farmers Branch","true","CONDITIONAL"
"collin-tx","4825488","Farmersville","true","CONDITIONAL"
"ochiltree-tx","4825512","Farnsworth","true","CONDITIONAL"
"parmer-tx","4825548","Farwell","true","CONDITIONAL"
"rockwall-tx","4825572","Fate","true","CONDITIONAL"
"fayette-tx","4825644","Fayetteville","true","CONDITIONAL"
"starr-tx","4825744","Fernando Salinas","true","CONDITIONAL"
"dallas-tx","4825752","Ferris","true","CONDITIONAL"
"ellis-tx","4825752","Ferris","true","CONDITIONAL"
"fort-bend-tx","4825795","Fifth Street","true","CONDITIONAL"
"coryell-tx","4826004","Flat","true","CONDITIONAL"
"fayette-tx","4826028","Flatonia","true","CONDITIONAL"
"starr-tx","4826130","Flor del Rio","true","CONDITIONAL"
"williamson-tx","4826136","Florence","true","CONDITIONAL"
"wilson-tx","4826160","Floresville","true","CONDITIONAL"
"brooks-tx","4826220","Flowella","true","CONDITIONAL"
"denton-tx","4826232","Flower Mound","true","CONDITIONAL"
"tarrant-tx","4826232","Flower Mound","true","CONDITIONAL"
"floyd-tx","4826268","Floydada","true","CONDITIONAL"
"scurry-tx","4826280","Fluvanna","true","CONDITIONAL"
"lipscomb-tx","4826328","Follett","true","CONDITIONAL"
"orange-tx","4826516","Forest Heights","true","CONDITIONAL"
"tarrant-tx","4826544","Forest Hill","true","CONDITIONAL"
"kaufman-tx","4826604","Forney","true","CONDITIONAL"
"howard-tx","4826640","Forsan","true","CONDITIONAL"
"el-paso-tx","4826664","Fort Bliss","true","CONDITIONAL"
"bell-tx","4826666","Fort Cavazos","true","CONDITIONAL"
"coryell-tx","4826666","Fort Cavazos","true","CONDITIONAL"
"kinney-tx","4826680","Fort Clark Springs","true","CONDITIONAL"
"jeff-davis-tx","4826688","Fort Davis","true","CONDITIONAL"
"hudspeth-tx","4826724","Fort Hancock","true","CONDITIONAL"
"pecos-tx","4826808","Fort Stockton","true","CONDITIONAL"
"denton-tx","4827000","Fort Worth","true","CONDITIONAL"
"johnson-tx","4827000","Fort Worth","true","CONDITIONAL"
"parker-tx","4827000","Fort Worth","true","CONDITIONAL"
"tarrant-tx","4827000","Fort Worth","true","CONDITIONAL"
"wise-tx","4827000","Fort Worth","true","CONDITIONAL"
"fort-bend-tx","4827102","Four Corners","true","CONDITIONAL"
"webb-tx","4827124","Four Points","true","CONDITIONAL"
"la-salle-tx","4827144","Fowlerton","true","CONDITIONAL"
"robertson-tx","4827288","Franklin","true","CONDITIONAL"
"anderson-tx","4827300","Frankston","true","CONDITIONAL"
"henderson-tx","4827300","Frankston","true","CONDITIONAL"
"gillespie-tx","4827348","Fredericksburg","true","CONDITIONAL"
"brazoria-tx","4827420","Freeport","true","CONDITIONAL"
"duval-tx","4827432","Freer","true","CONDITIONAL"
"fort-bend-tx","4827540","Fresno","true","CONDITIONAL"
"galveston-tx","4827648","Friendswood","true","CONDITIONAL"
"harris-tx","4827648","Friendswood","true","CONDITIONAL"
"parmer-tx","4827660","Friona","true","CONDITIONAL"
"collin-tx","4827684","Frisco","true","CONDITIONAL"
"denton-tx","4827684","Frisco","true","CONDITIONAL"
"hutchinson-tx","4827696","Fritch","true","CONDITIONAL"
"moore-tx","4827696","Fritch","true","CONDITIONAL"
"starr-tx","4827744","Fronton","true","CONDITIONAL"
"starr-tx","4827748","Fronton Ranchettes","true","CONDITIONAL"
"navarro-tx","4827768","Frost","true","CONDITIONAL"
"van-zandt-tx","4827804","Fruitvale","true","CONDITIONAL"
"fort-bend-tx","4827876","Fulshear","true","CONDITIONAL"
"aransas-tx","4827888","Fulton","true","CONDITIONAL"
"borden-tx","4827972","Gail","true","CONDITIONAL"
"cooke-tx","4827984","Gainesville","true","CONDITIONAL"
"harris-tx","4827996","Galena Park","true","CONDITIONAL"
"cherokee-tx","4828008","Gallatin","true","CONDITIONAL"
"galveston-tx","4828068","Galveston","true","CONDITIONAL"
"jackson-tx","4828080","Ganado","true","CONDITIONAL"
"starr-tx","4828128","Garceno","true","CONDITIONAL"
"starr-tx","4828152","Garciasville","true","CONDITIONAL"
"glasscock-tx","4828176","Garden City","true","CONDITIONAL"
"ector-tx","4828200","Gardendale","true","CONDITIONAL"
"comal-tx","4828248","Garden Ridge","true","CONDITIONAL"
"travis-tx","4828320","Garfield","true","CONDITIONAL"
"collin-tx","4829000","Garland","true","CONDITIONAL"
"dallas-tx","4829000","Garland","true","CONDITIONAL"
"parker-tx","4829012","Garner","true","CONDITIONAL"
"ellis-tx","4829036","Garrett","true","CONDITIONAL"
"nacogdoches-tx","4829060","Garrison","true","CONDITIONAL"
"colorado-tx","4829096","Garwood","true","CONDITIONAL"
"panola-tx","4829108","Gary City","true","CONDITIONAL"
"starr-tx","4829114","Garza-Salinas II","true","CONDITIONAL"
"coryell-tx","4829168","Gatesville","true","CONDITIONAL"
"milam-tx","4829216","Gause","true","CONDITIONAL"
"williamson-tx","4829336","Georgetown","true","CONDITIONAL"
"live-oak-tx","4829348","George West","true","CONDITIONAL"
"guadalupe-tx","4829384","Geronimo","true","CONDITIONAL"
"mclennan-tx","4829408","Gholson","true","CONDITIONAL"
"lee-tx","4829432","Giddings","true","CONDITIONAL"
"upshur-tx","4829564","Gilmer","true","CONDITIONAL"
"kent-tx","4829612","Girard","true","CONDITIONAL"
"gregg-tx","4829660","Gladewater","true","CONDITIONAL"
"upshur-tx","4829660","Gladewater","true","CONDITIONAL"
"hemphill-tx","4829732","Glazier","true","CONDITIONAL"
"dallas-tx","4829840","Glenn Heights","true","CONDITIONAL"
"ellis-tx","4829840","Glenn Heights","true","CONDITIONAL"
"somervell-tx","4829876","Glen Rose","true","CONDITIONAL"
"colorado-tx","4829912","Glidden","true","CONDITIONAL"
"johnson-tx","4829972","Godley","true","CONDITIONAL"
"ector-tx","4830044","Goldsmith","true","CONDITIONAL"
"mills-tx","4830056","Goldthwaite","true","CONDITIONAL"
"goliad-tx","4830080","Goliad","true","CONDITIONAL"
"falls-tx","4830092","Golinda","true","CONDITIONAL"
"mclennan-tx","4830092","Golinda","true","CONDITIONAL"
"gonzales-tx","4830116","Gonzales","true","CONDITIONAL"
"navarro-tx","4830188","Goodlow","true","CONDITIONAL"
"polk-tx","4830224","Goodrich","true","CONDITIONAL"
"palo-pinto-tx","4830272","Gordon","true","CONDITIONAL"
"knox-tx","4830296","Goree","true","CONDITIONAL"
"eastland-tx","4830308","Gorman","true","CONDITIONAL"
"palo-pinto-tx","4830380","Graford","true","CONDITIONAL"
"young-tx","4830392","Graham","true","CONDITIONAL"
"hood-tx","4830416","Granbury","true","CONDITIONAL"
"ward-tx","4830440","Grandfalls","true","CONDITIONAL"
"dallas-tx","4830464","Grand Prairie","true","CONDITIONAL"
"ellis-tx","4830464","Grand Prairie","true","CONDITIONAL"
"johnson-tx","4830464","Grand Prairie","true","CONDITIONAL"
"tarrant-tx","4830464","Grand Prairie","true","CONDITIONAL"
"van-zandt-tx","4830476","Grand Saline","true","CONDITIONAL"
"johnson-tx","4830512","Grandview","true","CONDITIONAL"
"williamson-tx","4830548","Granger","true","CONDITIONAL"
"montgomery-tx","4830560","Grangerland","true","CONDITIONAL"
"burnet-tx","4830584","Granite Shoals","true","CONDITIONAL"
"hidalgo-tx","4830608","Granjeno","true","CONDITIONAL"
"tom-green-tx","4830629","Grape Creek","true","CONDITIONAL"
"houston-tx","4830632","Grapeland","true","CONDITIONAL"
"dallas-tx","4830644","Grapevine","true","CONDITIONAL"
"denton-tx","4830644","Grapevine","true","CONDITIONAL"
"tarrant-tx","4830644","Grapevine","true","CONDITIONAL"
"kaufman-tx","4830752","Grays Prairie","true","CONDITIONAL"
"cameron-tx","4830890","Green Valley Farms","true","CONDITIONAL"
"hunt-tx","4830920","Greenville","true","CONDITIONAL"
"san-patricio-tx","4831064","Gregory","true","CONDITIONAL"
"bexar-tx","4831100","Grey Forest","true","CONDITIONAL"
"limestone-tx","4831280","Groesbeck","true","CONDITIONAL"
"carson-tx","4831292","Groom","true","CONDITIONAL"
"jefferson-tx","4831328","Groves","true","CONDITIONAL"
"trinity-tx","4831340","Groveton","true","CONDITIONAL"
"hansford-tx","4831412","Gruver","true","CONDITIONAL"
"starr-tx","4831442","Guadalupe Guerra","true","CONDITIONAL"
"jim-hogg-tx","4831484","Guerra","true","CONDITIONAL"
"henderson-tx","4831592","Gun Barrel City","true","CONDITIONAL"
"grayson-tx","4831616","Gunter","true","CONDITIONAL"
"comanche-tx","4831628","Gustine","true","CONDITIONAL"
"king-tx","4831640","Guthrie","true","CONDITIONAL"
"starr-tx","4831646","Gutierrez","true","CONDITIONAL"
"denton-tx","4831715","Hackberry","true","CONDITIONAL"
"hale-tx","4831820","Hale Center","true","CONDITIONAL"
"lavaca-tx","4831868","Hallettsville","true","CONDITIONAL"
"mclennan-tx","4831880","Hallsburg","true","CONDITIONAL"
"harrison-tx","4831904","Hallsville","true","CONDITIONAL"
"tarrant-tx","4831928","Haltom City","true","CONDITIONAL"
"hamilton-tx","4831952","Hamilton","true","CONDITIONAL"
"fisher-tx","4831964","Hamlin","true","CONDITIONAL"
"jones-tx","4831964","Hamlin","true","CONDITIONAL"
"jefferson-tx","4832012","Hamshire","true","CONDITIONAL"
"randall-tx","4832156","Happy","true","CONDITIONAL"
"swisher-tx","4832156","Happy","true","CONDITIONAL"
"liberty-tx","4832240","Hardin","true","CONDITIONAL"
"hidalgo-tx","4832246","Harding Gill Tract","true","CONDITIONAL"
"hidalgo-tx","4832300","Hargill","true","CONDITIONAL"
"bell-tx","4832312","Harker Heights","true","CONDITIONAL"
"cameron-tx","4832372","Harlingen","true","CONDITIONAL"
"gillespie-tx","4832456","Harper","true","CONDITIONAL"
"wilbarger-tx","4832552","Harrold","true","CONDITIONAL"
"castro-tx","4832576","Hart","true","CONDITIONAL"
"hartley-tx","4832612","Hartley","true","CONDITIONAL"
"haskell-tx","4832696","Haskell","true","CONDITIONAL"
"denton-tx","4832720","Haslet","true","CONDITIONAL"
"tarrant-tx","4832720","Haslet","true","CONDITIONAL"
"hidalgo-tx","4832792","Havana","true","CONDITIONAL"
"hunt-tx","4832810","Hawk Cove","true","CONDITIONAL"
"wood-tx","4832816","Hawkins","true","CONDITIONAL"
"jones-tx","4832840","Hawley","true","CONDITIONAL"
"hays-tx","4832906","Hays","true","CONDITIONAL"
"starr-tx","4832910","H. Cuellar Estates","true","CONDITIONAL"
"robertson-tx","4832972","Hearne","true","CONDITIONAL"
"kaufman-tx","4832978","Heartland","true","CONDITIONAL"
"kaufman-tx","4832984","Heath","true","CONDITIONAL"
"rockwall-tx","4832984","Heath","true","CONDITIONAL"
"jim-hogg-tx","4833008","Hebbronville","true","CONDITIONAL"
"collin-tx","4833020","Hebron","true","CONDITIONAL"
"denton-tx","4833020","Hebron","true","CONDITIONAL"
"donley-tx","4833044","Hedley","true","CONDITIONAL"
"harris-tx","4833068","Hedwig Village","true","CONDITIONAL"
"hidalgo-tx","4833092","Heidelberg","true","CONDITIONAL"
"bexar-tx","4833146","Helotes","true","CONDITIONAL"
"sabine-tx","4833188","Hemphill","true","CONDITIONAL"
"waller-tx","4833200","Hempstead","true","CONDITIONAL"
"rusk-tx","4833212","Henderson","true","CONDITIONAL"
"clay-tx","4833284","Henrietta","true","CONDITIONAL"
"deaf-smith-tx","4833320","Hereford","true","CONDITIONAL"
"scurry-tx","4833356","Hermleigh","true","CONDITIONAL"
"mclennan-tx","4833428","Hewitt","true","CONDITIONAL"
"denton-tx","4833476","Hickory Creek","true","CONDITIONAL"
"erath-tx","4833548","Hico","true","CONDITIONAL"
"hamilton-tx","4833548","Hico","true","CONDITIONAL"
"hidalgo-tx","4833560","Hidalgo","true","CONDITIONAL"
"smith-tx","4833578","Hideaway","true","CONDITIONAL"
"lipscomb-tx","4833608","Higgins","true","CONDITIONAL"
"burnet-tx","4833794","Highland Haven","true","CONDITIONAL"
"dallas-tx","4833824","Highland Park","true","CONDITIONAL"
"harris-tx","4833836","Highlands","true","CONDITIONAL"
"denton-tx","4833848","Highland Village","true","CONDITIONAL"
"bexar-tx","4833968","Hill Country Village","true","CONDITIONAL"
"brazoria-tx","4834018","Hillcrest Village","true","CONDITIONAL"
"hill-tx","4834088","Hillsboro","true","CONDITIONAL"
"webb-tx","4834105","Hillside Acres","true","CONDITIONAL"
"frio-tx","4834130","Hilltop","true","CONDITIONAL"
"starr-tx","4834133","Hilltop","true","CONDITIONAL"
"leon-tx","4834136","Hilltop Lakes","true","CONDITIONAL"
"harris-tx","4834148","Hilshire Village","true","CONDITIONAL"
"galveston-tx","4834220","Hitchcock","true","CONDITIONAL"
"aransas-tx","4834478","Holiday Beach","true","CONDITIONAL"
"brazoria-tx","4834502","Holiday Lakes","true","CONDITIONAL"
"bell-tx","4834508","Holland","true","CONDITIONAL"
"archer-tx","4834532","Holliday","true","CONDITIONAL"
"wood-tx","4834586","Holly Lake Ranch","true","CONDITIONAL"
"bexar-tx","4834628","Hollywood Park","true","CONDITIONAL"
"el-paso-tx","4834671","Homestead Meadows North","true","CONDITIONAL"
"el-paso-tx","4834673","Homestead Meadows South","true","CONDITIONAL"
"medina-tx","4834676","Hondo","true","CONDITIONAL"
"fannin-tx","4834700","Honey Grove","true","CONDITIONAL"
"bowie-tx","4834736","Hooks","true","CONDITIONAL"
"el-paso-tx","4834832","Horizon City","true","CONDITIONAL"
"travis-tx","4834856","Hornsby Bend","true","CONDITIONAL"
"burnet-tx","4834862","Horseshoe Bay","true","CONDITIONAL"
"llano-tx","4834862","Horseshoe Bay","true","CONDITIONAL"
"parker-tx","4834865","Horseshoe Bend","true","CONDITIONAL"
"fort-bend-tx","4835000","Houston","true","CONDITIONAL"
"harris-tx","4835000","Houston","true","CONDITIONAL"
"montgomery-tx","4835000","Houston","true","CONDITIONAL"
"waller-tx","4835000","Houston","true","CONDITIONAL"
"donley-tx","4835072","Howardwick","true","CONDITIONAL"
"grayson-tx","4835084","Howe","true","CONDITIONAL"
"hill-tx","4835180","Hubbard","true","CONDITIONAL"
"erath-tx","4835204","Huckabay","true","CONDITIONAL"
"angelina-tx","4835228","Hudson","true","CONDITIONAL"
"travis-tx","4835253","Hudson Bend","true","CONDITIONAL"
"parker-tx","4835254","Hudson Oaks","true","CONDITIONAL"
"cass-tx","4835300","Hughes Springs","true","CONDITIONAL"
"morris-tx","4835300","Hughes Springs","true","CONDITIONAL"
"liberty-tx","4835324","Hull","true","CONDITIONAL"
"harris-tx","4835348","Humble","true","CONDITIONAL"
"wharton-tx","4835420","Hungerford","true","CONDITIONAL"
"harris-tx","4835480","Hunters Creek Village","true","CONDITIONAL"
"angelina-tx","4835492","Huntington","true","CONDITIONAL"
"walker-tx","4835528","Huntsville","true","CONDITIONAL"
"tarrant-tx","4835576","Hurst","true","CONDITIONAL"
"dallas-tx","4835612","Hutchins","true","CONDITIONAL"
"williamson-tx","4835624","Hutto","true","CONDITIONAL"
"shelby-tx","4835636","Huxley","true","CONDITIONAL"
"wharton-tx","4835684","Iago","true","CONDITIONAL"
"lubbock-tx","4835732","Idalou","true","CONDITIONAL"
"cameron-tx","4835754","Iglesia Antigua","true","CONDITIONAL"
"taylor-tx","4835816","Impact","true","CONDITIONAL"
"pecos-tx","4835828","Imperial","true","CONDITIONAL"
"hidalgo-tx","4835915","Indian Hills","true","CONDITIONAL"
"cameron-tx","4835918","Indian Lake","true","CONDITIONAL"
"polk-tx","4835954","Indian Springs","true","CONDITIONAL"
"starr-tx","4835966","Indio","true","CONDITIONAL"
"austin-tx","4835984","Industry","true","CONDITIONAL"
"victoria-tx","4835996","Inez","true","CONDITIONAL"
"nueces-tx","4836008","Ingleside","true","CONDITIONAL"
"san-patricio-tx","4836008","Ingleside","true","CONDITIONAL"
"san-patricio-tx","4836020","Ingleside on the Bay","true","CONDITIONAL"
"kerr-tx","4836032","Ingram","true","CONDITIONAL"
"grimes-tx","4836068","Iola","true","CONDITIONAL"
"brazoria-tx","4836092","Iowa Colony","true","CONDITIONAL"
"wichita-tx","4836104","Iowa Park","true","CONDITIONAL"
"pecos-tx","4836128","Iraan","true","CONDITIONAL"
"bosque-tx","4836140","Iredell","true","CONDITIONAL"
"dallas-tx","4837000","Irving","true","CONDITIONAL"
"ellis-tx","4837072","Italy","true","CONDITIONAL"
"hill-tx","4837084","Itasca","true","CONDITIONAL"
"tyler-tx","4837112","Ivanhoe","true","CONDITIONAL"
"harris-tx","4837156","Jacinto City","true","CONDITIONAL"
"jack-tx","4837168","Jacksboro","true","CONDITIONAL"
"cherokee-tx","4837216","Jacksonville","true","CONDITIONAL"
"galveston-tx","4837252","Jamaica Beach","true","CONDITIONAL"
"starr-tx","4837390","Jardin de San Julian","true","CONDITIONAL"
"williamson-tx","4837396","Jarrell","true","CONDITIONAL"
"jasper-tx","4837420","Jasper","true","CONDITIONAL"
"kent-tx","4837468","Jayton","true","CONDITIONAL"
"marion-tx","4837528","Jefferson","true","CONDITIONAL"
"harris-tx","4837612","Jersey Village","true","CONDITIONAL"
"leon-tx","4837648","Jewett","true","CONDITIONAL"
"starr-tx","4837665","J.F. Villareal","true","CONDITIONAL"
"shelby-tx","4837684","Joaquin","true","CONDITIONAL"
"blanco-tx","4837780","Johnson City","true","CONDITIONAL"
"clay-tx","4837924","Jolly","true","CONDITIONAL"
"brazoria-tx","4837984","Jones Creek","true","CONDITIONAL"
"travis-tx","4838020","Jonestown","true","CONDITIONAL"
"collin-tx","4838068","Josephine","true","CONDITIONAL"
"hunt-tx","4838068","Josephine","true","CONDITIONAL"
"johnson-tx","4838080","Joshua","true","CONDITIONAL"
"atascosa-tx","4838116","Jourdanton","true","CONDITIONAL"
"cameron-tx","4838168","Juarez","true","CONDITIONAL"
"kimble-tx","4838248","Junction","true","CONDITIONAL"
"denton-tx","4838332","Justin","true","CONDITIONAL"
"karnes-tx","4838452","Karnes City","true","CONDITIONAL"
"fort-bend-tx","4838476","Katy","true","CONDITIONAL"
"harris-tx","4838476","Katy","true","CONDITIONAL"
"waller-tx","4838476","Katy","true","CONDITIONAL"
"kaufman-tx","4838488","Kaufman","true","CONDITIONAL"
"jim-wells-tx","4838518","K-Bar Ranch","true","CONDITIONAL"
"johnson-tx","4838548","Keene","true","CONDITIONAL"
"tarrant-tx","4838632","Keller","true","CONDITIONAL"
"galveston-tx","4838776","Kemah","true","CONDITIONAL"
"kaufman-tx","4838788","Kemp","true","CONDITIONAL"
"lampasas-tx","4838800","Kempner","true","CONDITIONAL"
"fort-bend-tx","4838848","Kendleton","true","CONDITIONAL"
"karnes-tx","4838860","Kenedy","true","CONDITIONAL"
"liberty-tx","4838872","Kenefick","true","CONDITIONAL"
"houston-tx","4838884","Kennard","true","CONDITIONAL"
"tarrant-tx","4838896","Kennedale","true","CONDITIONAL"
"navarro-tx","4838992","Kerens","true","CONDITIONAL"
"winkler-tx","4839004","Kermit","true","CONDITIONAL"
"kerr-tx","4839040","Kerrville","true","CONDITIONAL"
"gregg-tx","4839124","Kilgore","true","CONDITIONAL"
"rusk-tx","4839124","Kilgore","true","CONDITIONAL"
"bell-tx","4839148","Killeen","true","CONDITIONAL"
"guadalupe-tx","4839292","Kingsbury","true","CONDITIONAL"
"llano-tx","4839304","Kingsland","true","CONDITIONAL"
"kleberg-tx","4839352","Kingsville","true","CONDITIONAL"
"bexar-tx","4839448","Kirby","true","CONDITIONAL"
"jasper-tx","4839460","Kirbyville","true","CONDITIONAL"
"freestone-tx","4839520","Kirvin","true","CONDITIONAL"
"uvalde-tx","4839664","Knippa","true","CONDITIONAL"
"grayson-tx","4839680","Knollwood","true","CONDITIONAL"
"knox-tx","4839700","Knox City","true","CONDITIONAL"
"bosque-tx","4839784","Kopperl","true","CONDITIONAL"
"limestone-tx","4839844","Kosse","true","CONDITIONAL"
"hardin-tx","4839868","Kountze","true","CONDITIONAL"
"swisher-tx","4839904","Kress","true","CONDITIONAL"
"denton-tx","4839916","Krugerville","true","CONDITIONAL"
"denton-tx","4839928","Krum","true","CONDITIONAL"
"brazos-tx","4839940","Kurten","true","CONDITIONAL"
"hays-tx","4839952","Kyle","true","CONDITIONAL"
"hidalgo-tx","4839988","La Blanca","true","CONDITIONAL"
"starr-tx","4839994","La Carla","true","CONDITIONAL"
"starr-tx","4840000","La Casita","true","CONDITIONAL"
"starr-tx","4840018","La Chuparosa","true","CONDITIONAL"
"bexar-tx","4840036","Lackland AFB","true","CONDITIONAL"
"webb-tx","4840100","La Coma","true","CONDITIONAL"
"hidalgo-tx","4840104","La Coma Heights","true","CONDITIONAL"
"medina-tx","4840108","LaCoste","true","CONDITIONAL"
"mclennan-tx","4840168","Lacy-Lakeview","true","CONDITIONAL"
"fannin-tx","4840180","Ladonia","true","CONDITIONAL"
"starr-tx","4840186","La Escondida","true","CONDITIONAL"
"starr-tx","4840188","La Esperanza","true","CONDITIONAL"
"cameron-tx","4840204","La Feria","true","CONDITIONAL"
"cameron-tx","4840210","La Feria North","true","CONDITIONAL"
