countyFips,countyId,community,placeGeoid,canonicalKey,operationalKey,multiCounty,governedMemberships,contextStatus,roadwayStatus,roadwayLoader,roadwayFeatureCount,driveTexasRepositoryContract,driveTexasSourceHealthContract,driveTexasLiveRequired,officialRoadwayContract,officialRoadwayLiveRequired,alertsPublicationContract,alertsActiveRowsContract,alertsPresentationContract,showOnMapContract,alertsLiveRequired,railManifestState,railGovernedCount,railRepositoryContract,railLiveRequired,staleOwnershipContract,liveBrowserRequired,riskFlags,overallRepositoryStatus
48361,orange-tx,Bridge City,4810252,place-4810252,place-4810252,false,48361,PASS,ROADWAY_EXPECTED_EMPTY,generic,EVIDENCE_NOT_AVAILABLE,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,149,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48497,wise-tx,Bridgeport,4810264,place-4810264,place-4810264,false,48497,PASS,ROADWAY_WITH_DATA,generic,8342,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,100,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48053,burnet-tx,Briggs,4810276,place-4810276,place-4810276,false,48053,PASS,ROADWAY_WITH_DATA,generic,5718,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,63,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48139,ellis-tx,Bristol,4810336,place-4810336,place-4810336,false,48139,PASS,ROADWAY_WITH_DATA,generic,8478,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,164,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48405,san-augustine-tx,Broaddus,4810384,place-4810384,place-4810384,false,48405,PASS,ROADWAY_WITH_DATA,generic,2331,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,16,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48081,coke-tx,Bronte,4810528,place-4810528,place-4810528,false,48081,PASS,ROADWAY_WITH_DATA,generic,3034,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_EMPTY,0,RAIL_EXPECTED_EMPTY,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48473,waller-tx,Brookshire,4810636,place-4810636,place-4810636,false,48473,PASS,ROADWAY_EXPECTED_EMPTY,generic,EVIDENCE_NOT_AVAILABLE,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,46,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48039,brazoria-tx,Brookside Village,4810648,place-4810648,place-4810648,false,48039,PASS,ROADWAY_EXPECTED_EMPTY,generic,EVIDENCE_NOT_AVAILABLE,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,157,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48277,lamar-tx,Brookston,4810660,place-4810660,place-4810660,false,48277,PASS,ROADWAY_WITH_DATA,generic,3305,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,42,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48241,jasper-tx,Browndell,4810708,place-4810708,place-4810708,false,48241,PASS,ROADWAY_EXPECTED_EMPTY,generic,EVIDENCE_NOT_AVAILABLE,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,106,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48445,terry-tx,Brownfield,4810720,place-4810720,place-4810720,false,48445,PASS,ROADWAY_WITH_DATA,generic,2568,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,46,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48213,henderson-tx,Brownsboro,4810756,place-4810756,place-4810756,false,48213,PASS,ROADWAY_WITH_DATA,generic,7331,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,85,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48061,cameron-tx,Brownsville,4810768,place-4810768,place-4810768,false,48061,PASS,ROADWAY_WITH_DATA,generic,11221,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,290,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48049,brown-tx,Brownwood,4810780,place-4810780,place-4810780,false,48049,PASS,ROADWAY_WITH_DATA,generic,4761,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,97,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48145,falls-tx,Bruceville-Eddy,4810828,place-4810828,place-4810828,true,48145|48309,PASS,ROADWAY_WITH_DATA,generic,2591,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,69,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48127,dimmit-tx,Brundage,4810852,place-4810852,place-4810852,false,48127,PASS,ROADWAY_WITH_DATA,generic,5062,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_EMPTY,0,RAIL_EXPECTED_EMPTY,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48479,webb-tx,Bruni,4810876,place-4810876,place-4810876,false,48479,PASS,ROADWAY_WITH_DATA,generic,10872,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,164,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48491,williamson-tx,Brushy Creek,4810897,place-4810897,place-4810897,false,48491,PASS,ROADWAY_WITH_DATA,generic,15156,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,166,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48041,brazos-tx,Bryan,4810912,place-4810912,place-4810912,false,48041,PASS,ROADWAY_EXPECTED_EMPTY,generic,EVIDENCE_NOT_AVAILABLE,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,95,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48237,jack-tx,Bryson,4810960,place-4810960,place-4810960,false,48237,PASS,ROADWAY_WITH_DATA,generic,4281,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_EMPTY,0,RAIL_EXPECTED_EMPTY,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48299,llano-tx,Buchanan Dam,4810984,place-4810984,place-4810984,false,48299,PASS,ROADWAY_WITH_DATA,generic,4767,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,13,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48299,llano-tx,Buchanan Lake Village,4810990,place-4810990,place-4810990,false,48299,PASS,ROADWAY_WITH_DATA,generic,4767,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,13,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48331,milam-tx,Buckholts,4811020,place-4811020,place-4811020,false,48331,PASS,ROADWAY_WITH_DATA,generic,4218,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,109,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
