"original_failure_id","code","county_id","place_geoid","status","proof"
"LP24449-0209","HOME_CHOICE_IDENTITY_BINDING_LOSS","johnson-tx","4846452","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0210","HOME_CHOICE_IDENTITY_BINDING_LOSS","tarrant-tx","4846452","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0211","HOME_CHOICE_IDENTITY_BINDING_LOSS","mclennan-tx","4846824","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0212","SEARCH_PUBLICATION_FAILED","fort-bend-tx","4847337","FIXED","search-recertification.json|visible-search.json"
"LP24449-0213","HOME_CHOICE_IDENTITY_BINDING_LOSS","dallas-tx","4847892","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0214","HOME_CHOICE_IDENTITY_BINDING_LOSS","starr-tx","4847898","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0215","HOME_MEMBERSHIP_WRONG_CONTEXT","starr-tx","4847898","FIXED","home-browser-results.json"
"LP24449-0216","WEATHER_WRONG_LOCALITY","starr-tx","4847898","FIXED","home-browser-results.json|weather-locality-recertification.json"
"LP24449-0217","HOME_MEMBERSHIP_WRONG_CONTEXT","starr-tx","4847898","FIXED","home-browser-results.json"
"LP24449-0218","HOME_MEMBERSHIP_WRONG_CONTEXT","starr-tx","4847898","FIXED","home-browser-results.json"
"LP24449-0219","HOME_CHOICE_IDENTITY_BINDING_LOSS","midland-tx","4848072","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0220","HOME_CHOICE_IDENTITY_BINDING_LOSS","parker-tx","4848684","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0221","HOME_CHOICE_IDENTITY_BINDING_LOSS","fort-bend-tx","4848772","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0222","HOME_CHOICE_IDENTITY_BINDING_LOSS","fort-bend-tx","4848804","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0223","HOME_CHOICE_IDENTITY_BINDING_LOSS","winkler-tx","4848936","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0224","HOME_CHOICE_IDENTITY_BINDING_LOSS","liberty-tx","4849068","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0225","HOME_CHOICE_IDENTITY_BINDING_LOSS","harris-tx","4849380","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0226","HOME_CHOICE_IDENTITY_BINDING_LOSS","caldwell-tx","4850200","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0227","HOME_CHOICE_IDENTITY_BINDING_LOSS","travis-tx","4850200","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0228","HOME_CHOICE_IDENTITY_BINDING_LOSS","grimes-tx","4850472","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0229","HOME_CHOICE_IDENTITY_BINDING_LOSS","wise-tx","4850772","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0230","HOME_CHOICE_IDENTITY_BINDING_LOSS","guadalupe-tx","4850820","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0231","HOME_CHOICE_IDENTITY_BINDING_LOSS","denton-tx","4850920","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0232","HOME_CHOICE_IDENTITY_BINDING_LOSS","hays-tx","4851492","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0233","HOME_CHOICE_IDENTITY_BINDING_LOSS","wilson-tx","4851588","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0234","HOME_CHOICE_IDENTITY_BINDING_LOSS","madison-tx","4851840","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0235","HOME_CHOICE_IDENTITY_BINDING_LOSS","kaufman-tx","4853160","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0236","HOME_MEMBERSHIP_WRONG_CONTEXT","kaufman-tx","4853160","FIXED","home-browser-results.json"
"LP24449-0237","WEATHER_WRONG_LOCALITY","kaufman-tx","4853160","FIXED","home-browser-results.json|weather-locality-recertification.json"
"LP24449-0238","HOME_MEMBERSHIP_WRONG_CONTEXT","kaufman-tx","4853160","FIXED","home-browser-results.json"
"LP24449-0239","HOME_MEMBERSHIP_WRONG_CONTEXT","kaufman-tx","4853160","FIXED","home-browser-results.json"
"LP24449-0240","SEARCH_PUBLICATION_FAILED","hood-tx","4853212","FIXED","search-recertification.json|visible-search.json"
"LP24449-0241","HOME_CHOICE_IDENTITY_BINDING_LOSS","leon-tx","4853232","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0242","HOME_CHOICE_IDENTITY_BINDING_LOSS","midland-tx","4853388","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0243","HOME_CHOICE_IDENTITY_BINDING_LOSS","lynn-tx","4853436","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0244","HOME_CHOICE_IDENTITY_BINDING_LOSS","chambers-tx","4853824","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0245","HOME_CHOICE_IDENTITY_BINDING_LOSS","rusk-tx","4854432","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0246","HOME_CHOICE_IDENTITY_BINDING_LOSS","dallas-tx","4854444","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0247","HOME_CHOICE_IDENTITY_BINDING_LOSS","cameron-tx","4854748","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0248","HOME_MEMBERSHIP_WRONG_CONTEXT","cameron-tx","4854748","FIXED","home-browser-results.json"
"LP24449-0249","WEATHER_WRONG_LOCALITY","cameron-tx","4854748","FIXED","home-browser-results.json|weather-locality-recertification.json"
"LP24449-0250","HOME_MEMBERSHIP_WRONG_CONTEXT","cameron-tx","4854748","FIXED","home-browser-results.json"
"LP24449-0251","HOME_MEMBERSHIP_WRONG_CONTEXT","cameron-tx","4854748","FIXED","home-browser-results.json"
"LP24449-0252","HOME_CHOICE_IDENTITY_BINDING_LOSS","brazoria-tx","4856348","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0253","HOME_CHOICE_IDENTITY_BINDING_LOSS","fort-bend-tx","4856348","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0254","HOME_CHOICE_IDENTITY_BINDING_LOSS","wise-tx","4856462","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0255","HOME_CHOICE_IDENTITY_BINDING_LOSS","fannin-tx","4856468","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0256","HOME_CHOICE_IDENTITY_BINDING_LOSS","johnson-tx","4856498","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0257","HOME_CHOICE_IDENTITY_BINDING_LOSS","williamson-tx","4857176","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0258","HOME_CHOICE_IDENTITY_BINDING_LOSS","denton-tx","4857476","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0259","HOME_CHOICE_IDENTITY_BINDING_LOSS","grayson-tx","4857476","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0260","HOME_CHOICE_IDENTITY_BINDING_LOSS","orange-tx","4857608","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0261","HOME_MEMBERSHIP_WRONG_CONTEXT","orange-tx","4857608","FIXED","home-browser-results.json"
"LP24449-0262","WEATHER_WRONG_LOCALITY","orange-tx","4857608","FIXED","home-browser-results.json|weather-locality-recertification.json"
"LP24449-0263","HOME_MEMBERSHIP_WRONG_CONTEXT","orange-tx","4857608","FIXED","home-browser-results.json"
"LP24449-0264","HOME_MEMBERSHIP_WRONG_CONTEXT","orange-tx","4857608","FIXED","home-browser-results.json"
"LP24449-0265","HOME_CHOICE_IDENTITY_BINDING_LOSS","denton-tx","4858016","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0266","HOME_CHOICE_IDENTITY_BINDING_LOSS","kaufman-tx","4858502","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0267","HOME_CHOICE_IDENTITY_BINDING_LOSS","orange-tx","4858820","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0268","HOME_CHOICE_IDENTITY_BINDING_LOSS","san-patricio-tx","4858904","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0269","HOME_CHOICE_IDENTITY_BINDING_LOSS","denton-tx","4859696","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0270","HOME_CHOICE_IDENTITY_BINDING_LOSS","cameron-tx","4860544","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0271","HOME_MEMBERSHIP_WRONG_CONTEXT","cameron-tx","4860544","FIXED","home-browser-results.json"
"LP24449-0272","WEATHER_WRONG_LOCALITY","cameron-tx","4860544","FIXED","home-browser-results.json|weather-locality-recertification.json"
"LP24449-0273","HOME_MEMBERSHIP_WRONG_CONTEXT","cameron-tx","4860544","FIXED","home-browser-results.json"
"LP24449-0274","HOME_MEMBERSHIP_WRONG_CONTEXT","cameron-tx","4860544","FIXED","home-browser-results.json"
"LP24449-0275","HOME_CHOICE_IDENTITY_BINDING_LOSS","rusk-tx","4861508","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0276","HOME_CHOICE_IDENTITY_BINDING_LOSS","parker-tx","4861604","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0277","MULTICOUNTY_WRONG_MEMBERSHIP","parker-tx","4861604","FIXED","home-browser-results.json"
"LP24449-0278","MULTICOUNTY_WRONG_MEMBERSHIP","parker-tx","4861604","FIXED","home-browser-results.json"
"LP24449-0279","HOME_CHOICE_IDENTITY_BINDING_LOSS","tarrant-tx","4861604","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0280","MULTICOUNTY_WRONG_MEMBERSHIP","tarrant-tx","4861604","FIXED","home-browser-results.json"
"LP24449-0281","MULTICOUNTY_WRONG_MEMBERSHIP","tarrant-tx","4861604","FIXED","home-browser-results.json"
"LP24449-0282","HOME_CHOICE_IDENTITY_BINDING_LOSS","dallas-tx","4861796","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0283","SEARCH_PUBLICATION_FAILED","cooke-tx","4862486","FIXED","search-recertification.json|visible-search.json"
"LP24449-0284","HOME_CHOICE_IDENTITY_BINDING_LOSS","denton-tx","4862504","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0285","SEARCH_PUBLICATION_FAILED","randall-tx","4862834","FIXED","search-recertification.json|visible-search.json"
"LP24449-0286","HOME_CHOICE_IDENTITY_BINDING_LOSS","williamson-tx","4863500","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0287","HOME_CHOICE_IDENTITY_BINDING_LOSS","dallas-tx","4863572","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0288","HOME_CHOICE_IDENTITY_BINDING_LOSS","hunt-tx","4863668","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0289","HOME_CHOICE_IDENTITY_BINDING_LOSS","rockwall-tx","4863668","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0290","HOME_CHOICE_IDENTITY_BINDING_LOSS","dallas-tx","4864064","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0291","SEARCH_PUBLICATION_FAILED","bexar-tx","4864172","FIXED","search-recertification.json|visible-search.json"
"LP24449-0292","HOME_CHOICE_IDENTITY_BINDING_LOSS","san-patricio-tx","4864244","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0293","HOME_MEMBERSHIP_WRONG_CONTEXT","san-patricio-tx","4864244","FIXED","home-browser-results.json"
"LP24449-0294","WEATHER_WRONG_LOCALITY","san-patricio-tx","4864244","FIXED","home-browser-results.json|weather-locality-recertification.json"
"LP24449-0295","HOME_MEMBERSHIP_WRONG_CONTEXT","san-patricio-tx","4864244","FIXED","home-browser-results.json"
"LP24449-0296","HOME_MEMBERSHIP_WRONG_CONTEXT","san-patricio-tx","4864244","FIXED","home-browser-results.json"
"LP24449-0297","SEARCH_PUBLICATION_FAILED","starr-tx","4864316","FIXED","search-recertification.json|visible-search.json"
"LP24449-0298","SEARCH_PUBLICATION_FAILED","starr-tx","4864322","FIXED","search-recertification.json|visible-search.json"
"LP24449-0299","HOME_CHOICE_IDENTITY_BINDING_LOSS","comal-tx","4865000","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0300","HOME_CHOICE_IDENTITY_BINDING_LOSS","medina-tx","4865000","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0301","HOME_CHOICE_IDENTITY_BINDING_LOSS","jim-wells-tx","4865180","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0302","HOME_CHOICE_IDENTITY_BINDING_LOSS","denton-tx","4865408","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0303","HOME_CHOICE_IDENTITY_BINDING_LOSS","starr-tx","4865532","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0304","HOME_MEMBERSHIP_WRONG_CONTEXT","starr-tx","4865532","FIXED","home-browser-results.json"
"LP24449-0305","WEATHER_WRONG_LOCALITY","starr-tx","4865532","FIXED","home-browser-results.json|weather-locality-recertification.json"
"LP24449-0306","HOME_MEMBERSHIP_WRONG_CONTEXT","starr-tx","4865532","FIXED","home-browser-results.json"
"LP24449-0307","HOME_MEMBERSHIP_WRONG_CONTEXT","starr-tx","4865532","FIXED","home-browser-results.json"
"LP24449-0308","HOME_CHOICE_IDENTITY_BINDING_LOSS","guadalupe-tx","4865600","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0309","HOME_CHOICE_IDENTITY_BINDING_LOSS","hays-tx","4865600","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0310","HOME_CHOICE_IDENTITY_BINDING_LOSS","starr-tx","4865678","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0311","HOME_MEMBERSHIP_WRONG_CONTEXT","starr-tx","4865678","FIXED","home-browser-results.json"
"LP24449-0312","WEATHER_WRONG_LOCALITY","starr-tx","4865678","FIXED","home-browser-results.json|weather-locality-recertification.json"
"LP24449-0313","HOME_MEMBERSHIP_WRONG_CONTEXT","starr-tx","4865678","FIXED","home-browser-results.json"
"LP24449-0314","HOME_MEMBERSHIP_WRONG_CONTEXT","starr-tx","4865678","FIXED","home-browser-results.json"
"LP24449-0315","HOME_CHOICE_IDENTITY_BINDING_LOSS","cameron-tx","4865768","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0316","HOME_MEMBERSHIP_WRONG_CONTEXT","cameron-tx","4865768","FIXED","home-browser-results.json"
"LP24449-0317","WEATHER_WRONG_LOCALITY","cameron-tx","4865768","FIXED","home-browser-results.json|weather-locality-recertification.json"
"LP24449-0318","HOME_MEMBERSHIP_WRONG_CONTEXT","cameron-tx","4865768","FIXED","home-browser-results.json"
"LP24449-0319","HOME_MEMBERSHIP_WRONG_CONTEXT","cameron-tx","4865768","FIXED","home-browser-results.json"
"LP24449-0320","HOME_CHOICE_IDENTITY_BINDING_LOSS","comal-tx","4866128","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0321","HOME_CHOICE_IDENTITY_BINDING_LOSS","guadalupe-tx","4866128","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0322","HOME_CHOICE_IDENTITY_BINDING_LOSS","harris-tx","4866392","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0323","HOME_CHOICE_IDENTITY_BINDING_LOSS","dallas-tx","4866428","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0324","HOME_CHOICE_IDENTITY_BINDING_LOSS","comal-tx","4866704","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0325","HOME_CHOICE_IDENTITY_BINDING_LOSS","guadalupe-tx","4866704","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0326","HOME_CHOICE_IDENTITY_BINDING_LOSS","kaufman-tx","4866908","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0327","HOME_CHOICE_IDENTITY_BINDING_LOSS","harris-tx","4867688","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0328","HOME_CHOICE_IDENTITY_BINDING_LOSS","denton-tx","4869032","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0329","SEARCH_PUBLICATION_FAILED","harris-tx","4869272","FIXED","search-recertification.json|visible-search.json"
"LP24449-0330","HOME_CHOICE_IDENTITY_BINDING_LOSS","comal-tx","4869608","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0331","HOME_MEMBERSHIP_WRONG_CONTEXT","comal-tx","4869608","FIXED","home-browser-results.json"
"LP24449-0332","HOME_MEMBERSHIP_WRONG_CONTEXT","comal-tx","4869608","FIXED","home-browser-results.json"
"LP24449-0333","HOME_CHOICE_IDENTITY_BINDING_LOSS","wise-tx","4869800","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0334","HOME_CHOICE_IDENTITY_BINDING_LOSS","fort-bend-tx","4869908","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0335","HOME_CHOICE_IDENTITY_BINDING_LOSS","jones-tx","4869980","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0336","HOME_CHOICE_IDENTITY_BINDING_LOSS","navarro-tx","4870604","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0337","HOME_CHOICE_IDENTITY_BINDING_LOSS","starr-tx","4871274","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0338","HOME_MEMBERSHIP_WRONG_CONTEXT","starr-tx","4871274","FIXED","home-browser-results.json"
"LP24449-0339","WEATHER_WRONG_LOCALITY","starr-tx","4871274","FIXED","home-browser-results.json|weather-locality-recertification.json"
"LP24449-0340","HOME_MEMBERSHIP_WRONG_CONTEXT","starr-tx","4871274","FIXED","home-browser-results.json"
"LP24449-0341","HOME_MEMBERSHIP_WRONG_CONTEXT","starr-tx","4871274","FIXED","home-browser-results.json"
"LP24449-0342","HOME_CHOICE_IDENTITY_BINDING_LOSS","rusk-tx","4871924","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0343","HOME_CHOICE_IDENTITY_BINDING_LOSS","galveston-tx","4872392","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0344","HOME_CHOICE_IDENTITY_BINDING_LOSS","harris-tx","4872656","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0345","HOME_CHOICE_IDENTITY_BINDING_LOSS","williamson-tx","4872776","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0346","HOME_CHOICE_IDENTITY_BINDING_LOSS","harris-tx","4873316","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0347","HOME_CHOICE_IDENTITY_BINDING_LOSS","fannin-tx","4873592","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0348","HOME_CHOICE_IDENTITY_BINDING_LOSS","grayson-tx","4873592","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0349","HOME_CHOICE_IDENTITY_BINDING_LOSS","denton-tx","4873710","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0350","HOME_CHOICE_IDENTITY_BINDING_LOSS","cherokee-tx","4873724","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0351","HOME_CHOICE_IDENTITY_BINDING_LOSS","hays-tx","4874216","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0352","HOME_CHOICE_IDENTITY_BINDING_LOSS","guadalupe-tx","4874408","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0353","SEARCH_PUBLICATION_FAILED","dallas-tx","4874492","FIXED","search-recertification.json|visible-search.json"
"LP24449-0354","HOME_CHOICE_IDENTITY_BINDING_LOSS","mclennan-tx","4874732","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0355","SEARCH_PUBLICATION_FAILED","val-verde-tx","4874895","FIXED","search-recertification.json|visible-search.json"
"LP24449-0356","HOME_CHOICE_IDENTITY_BINDING_LOSS","grayson-tx","4874924","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0357","HOME_CHOICE_IDENTITY_BINDING_LOSS","johnson-tx","4875236","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0358","HOME_CHOICE_IDENTITY_BINDING_LOSS","waller-tx","4876228","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0359","HOME_CHOICE_IDENTITY_BINDING_LOSS","upshur-tx","4876576","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0360","HOME_CHOICE_IDENTITY_BINDING_LOSS","denton-tx","4877620","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0361","SEARCH_PUBLICATION_FAILED","harris-tx","4877956","FIXED","search-recertification.json|visible-search.json"
"LP24449-0362","HOME_CHOICE_IDENTITY_BINDING_LOSS","grayson-tx","4878628","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0363","HOME_CHOICE_IDENTITY_BINDING_LOSS","wichita-tx","4879000","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0364","HOME_CHOICE_IDENTITY_BINDING_LOSS","tyler-tx","4879204","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0365","HOME_CHOICE_IDENTITY_BINDING_LOSS","clay-tx","4879696","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0366","HOME_CHOICE_IDENTITY_BINDING_LOSS","wood-tx","4879816","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0367","HOME_CHOICE_IDENTITY_BINDING_LOSS","dallas-tx","4880356","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0368","HOME_CHOICE_IDENTITY_BINDING_LOSS","rockwall-tx","4880356","FIXED","home-identity-summary.json|home-browser-results.json"
"LP24449-0369","HOME_CHOICE_IDENTITY_BINDING_LOSS","dewitt-tx","4880560","FIXED","home-identity-summary.json|home-browser-results.json"
